DATE,ten_year_yield,two_year_yield
31/10/2022, 4.10 , 4.51 
01/11/2022, 4.07 , 4.54 
02/11/2022, 4.10 , 4.61 
03/11/2022, 4.14 , 4.71 
04/11/2022, 4.17 , 4.66 
07/11/2022, 4.22 , 4.72 
08/11/2022, 4.14 , 4.67 
09/11/2022, 4.12 , 4.61 
10/11/2022, 3.82 , 4.34 
11/11/2022, 3.82 , 4.34 
14/11/2022, 3.88 , 4.40 
15/11/2022, 3.80 , 4.37 
16/11/2022, 3.67 , 4.35 
17/11/2022, 3.77 , 4.43 
18/11/2022, 3.82 , 4.51 
21/11/2022, 3.83 , 4.48 
22/11/2022, 3.76 , 4.47 
23/11/2022, 3.71 , 4.46 
24/11/2022, 3.71 , 4.46 
25/11/2022, 3.68 , 4.42 
28/11/2022, 3.69 , 4.46 
29/11/2022, 3.75 , 4.48 
30/11/2022, 3.68 , 4.38 
01/12/2022, 3.53 , 4.25 
02/12/2022, 3.51 , 4.28 
05/12/2022, 3.60 , 4.41 
06/12/2022, 3.51 , 4.34 
07/12/2022, 3.42 , 4.26 
08/12/2022, 3.48 , 4.31 
09/12/2022, 3.57 , 4.33 
12/12/2022, 3.61 , 4.39 
13/12/2022, 3.51 , 4.22 
14/12/2022, 3.49 , 4.23 
15/12/2022, 3.44 , 4.23 
16/12/2022, 3.48 , 4.17 
19/12/2022, 3.57 , 4.25 
20/12/2022, 3.69 , 4.25 
21/12/2022, 3.68 , 4.21 
22/12/2022, 3.67 , 4.24 
23/12/2022, 3.75 , 4.31 
26/12/2022, 3.75 , 4.31 
27/12/2022, 3.84 , 4.32 
28/12/2022, 3.88 , 4.31 
29/12/2022, 3.83 , 4.34 
30/12/2022, 3.88 , 4.41 
02/01/2023, 3.88 , 4.41 
03/01/2023, 3.79 , 4.40 
04/01/2023, 3.69 , 4.36 
05/01/2023, 3.71 , 4.45 
06/01/2023, 3.55 , 4.24 
09/01/2023, 3.53 , 4.19 
10/01/2023, 3.61 , 4.24 
11/01/2023, 3.54 , 4.20 
12/01/2023, 3.43 , 4.12 
13/01/2023, 3.49 , 4.22 
16/01/2023, 3.49 , 4.22 
17/01/2023, 3.53 , 4.18 
18/01/2023, 3.37 , 4.06 
19/01/2023, 3.39 , 4.09 
20/01/2023, 3.48 , 4.14 
23/01/2023, 3.52 , 4.21 
24/01/2023, 3.46 , 4.12 
25/01/2023, 3.46 , 4.11 
26/01/2023, 3.49 , 4.17 
27/01/2023, 3.52 , 4.19 
30/01/2023, 3.55 , 4.25 
31/01/2023, 3.52 , 4.21 
01/02/2023, 3.39 , 4.09 
02/02/2023, 3.40 , 4.09 
03/02/2023, 3.53 , 4.30 
06/02/2023, 3.63 , 4.44 
07/02/2023, 3.67 , 4.47 
08/02/2023, 3.63 , 4.45 
09/02/2023, 3.67 , 4.48 
10/02/2023, 3.74 , 4.50 
13/02/2023, 3.72 , 4.52 
14/02/2023, 3.77 , 4.60 
15/02/2023, 3.81 , 4.62 
16/02/2023, 3.86 , 4.62 
17/02/2023, 3.82 , 4.60 
20/02/2023, 3.82 , 4.60 
21/02/2023, 3.95 , 4.67 
22/02/2023, 3.93 , 4.66 
23/02/2023, 3.88 , 4.66 
24/02/2023, 3.95 , 4.78 
27/02/2023, 3.92 , 4.78 
28/02/2023, 3.92 , 4.81 
01/03/2023, 4.01 , 4.89 
02/03/2023, 4.08 , 4.89 
03/03/2023, 3.97 , 4.86 
06/03/2023, 3.98 , 4.89 
07/03/2023, 3.97 , 5.00 
08/03/2023, 3.98 , 5.05 
09/03/2023, 3.93 , 4.90 
10/03/2023, 3.70 , 4.60 
13/03/2023, 3.55 , 4.03 
14/03/2023, 3.64 , 4.20 
15/03/2023, 3.51 , 3.93 
16/03/2023, 3.56 , 4.14 
17/03/2023, 3.39 , 3.81 
20/03/2023, 3.47 , 3.92 
21/03/2023, 3.59 , 4.17 
22/03/2023, 3.48 , 3.96 
23/03/2023, 3.38 , 3.76 
24/03/2023, 3.38 , 3.76 
27/03/2023, 3.53 , 3.94 
28/03/2023, 3.55 , 4.02 
29/03/2023, 3.57 , 4.08 
30/03/2023, 3.55 , 4.10 
31/03/2023, 3.48 , 4.06 
03/04/2023, 3.43 , 3.97 
04/04/2023, 3.35 , 3.84 
05/04/2023, 3.30 , 3.79 
06/04/2023, 3.30 , 3.82 
07/04/2023, 3.39 , 3.97 
10/04/2023, 3.41 , 4.00 
11/04/2023, 3.43 , 4.03 
12/04/2023, 3.41 , 3.95 
13/04/2023, 3.45 , 3.96 
14/04/2023, 3.52 , 4.08 
17/04/2023, 3.60 , 4.18
